light,r,color,mean_resultant_vector,lower,upper
dark,5.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7761268414935686,0.645494655699977,0.8691221288900991
dark,5.222222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7740830943480095,0.6431174736926373,0.8676992285266649
dark,5.444444444444445,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7719550459594533,0.640387932124021,0.8662407374756582
dark,5.666666666666667,"RGB{N0f8}(0.502, 0.502, 0.502)",0.769785487707626,0.6381387585311387,0.8646764189132667
dark,5.888888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7676787377698107,0.6359050017675286,0.863096588215253
dark,6.111111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.765567144492548,0.6333072951679029,0.8614936603632997
dark,6.333333333333333,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7633424828298405,0.6312201153309142,0.8599706119228971
dark,6.555555555555555,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7612281552788015,0.6288111135163282,0.8585368360558914
dark,6.777777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.759016599327254,0.6263027032443531,0.856977928196919
dark,7.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7567818097241341,0.6238165333213737,0.8555880936775018
dark,7.222222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7546803791302326,0.6212748829104665,0.8540000184539679
dark,7.444444444444445,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7525432542611552,0.6187077993077535,0.8524492257389095
dark,7.666666666666667,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7502300547106762,0.6162806292069288,0.8509510645248531
dark,7.888888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7479229422861415,0.6139533674654878,0.8492822494281373
dark,8.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7456628435261761,0.6113861478964282,0.847532767889967
dark,8.333333333333334,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7434269371570774,0.6090768090790921,0.8457299748691078
dark,8.555555555555555,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7411766875771655,0.6062662105811782,0.8439648181286846
dark,8.777777777777779,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7389302920188461,0.6035826904347261,0.8425315436932825
dark,9.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7368148495322402,0.6009280633527332,0.840774815279823
dark,9.222222222222221,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7345135429966159,0.5981645902593578,0.8393136918795663
dark,9.444444444444445,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7320971145574644,0.5953354152724719,0.8376889011383274
dark,9.666666666666666,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7298271648803233,0.5925575133341214,0.8360890115813752
dark,9.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7275886508152444,0.5898003300141432,0.834506352464808
dark,10.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7252199576502856,0.5868409308131175,0.8327077613992837
dark,10.333333333333334,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7228613771428849,0.5845351470697372,0.8310083881054601
dark,10.555555555555555,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7204045347864501,0.5817123417959207,0.8294590204407305
dark,10.777777777777779,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7180731065243874,0.578439479103652,0.8276757393879697
dark,11.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7156435086094839,0.5754501551227488,0.8257401559879631
dark,11.222222222222221,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7131346723531993,0.5726801844157139,0.8239297613812644
dark,11.444444444444445,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7107175047583301,0.5697092955263656,0.822272749994796
dark,11.666666666666666,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7083925482110466,0.5665294569201185,0.820403521120832
dark,11.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7058025066872169,0.5637689338611571,0.8186819384648182
dark,12.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7033403940809508,0.5608466244032374,0.816934588366383
dark,12.333333333333334,"RGB{N0f8}(0.502, 0.502, 0.502)",0.7009040323460445,0.558303529420459,0.8150654964741999
dark,12.555555555555555,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6984020423248869,0.5556046070810865,0.8131945230573713
dark,12.777777777777779,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6960010622563708,0.5522235526174825,0.8114386982588209
dark,13.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6936549069290979,0.5494987938714891,0.8096991837874657
dark,13.222222222222221,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6910782401780193,0.5462472293425791,0.8078427634959329
dark,13.444444444444445,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6884973241193242,0.543504133253898,0.8059914779872343
dark,13.666666666666666,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6859271803149304,0.5407542463314909,0.8041935790848761
dark,13.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6833038339694759,0.5380103951520939,0.8023750679542582
dark,14.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6808975615431382,0.5347951450052386,0.8003248447172188
dark,14.333333333333334,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6784482518858465,0.5324207484721876,0.7985969728990938
dark,14.555555555555555,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6758591815854229,0.529181668041189,0.7967380033649717
dark,14.777777777777779,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6732319292022096,0.5261511587007648,0.7947041562235949
dark,15.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.670681712975097,0.5232836015585968,0.7926513419575737
dark,15.222222222222221,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6680222958186488,0.5202522583378173,0.7905701958329825
dark,15.444444444444445,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6653269597262046,0.5174620633493905,0.7887025765181082
dark,15.666666666666666,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6627530056858366,0.5142535162107772,0.7869373306556487
dark,15.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6601048788065778,0.5112296125381239,0.7847630006997873
dark,16.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6576150841906897,0.5085975022223405,0.7827334233858708
dark,16.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6549492894624762,0.5055030680392399,0.7811099691739006
dark,16.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6524664308526256,0.5023355445584834,0.7792775353208136
dark,16.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6498294529683348,0.49904522333459433,0.7773577202913591
dark,17.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6471095036798675,0.4968119623529476,0.7752845447596692
dark,17.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6444501817286926,0.493595714992422,0.7730415967275707
dark,17.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6418910894603688,0.4909127253257564,0.7707906398906261
dark,17.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6391662942239132,0.48809102939853444,0.7684976920505882
dark,17.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6365720891081892,0.4854544948442373,0.7663081607599992
dark,18.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6339479833043299,0.4824378756085048,0.7643782441886321
dark,18.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6311949561042776,0.4798458126137875,0.7623628877274201
dark,18.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6283995003989542,0.4765784145988282,0.7601543749952954
dark,18.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.625536574584949,0.4735190404985016,0.7580698042772701
dark,19.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6227832259417206,0.47003056643794794,0.7559088448387759
dark,19.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6200860198045566,0.4662810228861858,0.7540358834586418
dark,19.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6173475704388688,0.46287098110034136,0.7519231291233263
dark,19.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6145594552500888,0.4599642458913174,0.749752938650423
dark,19.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6117350185851519,0.45753862225963193,0.7476113229779862
dark,20.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6089987267104449,0.4543206415942131,0.7457584662341334
dark,20.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6062479934969618,0.4507968327056055,0.7436864036922166
dark,20.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6036038422011484,0.4475832695024007,0.741553738764313
dark,20.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.6006992527706412,0.44429131252926046,0.7393827621203293
dark,21.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5979782718618616,0.4408208140997257,0.7372539837131343
dark,21.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5950415258903161,0.4373602145810497,0.7350814123414184
dark,21.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5921961544017191,0.4341190344959448,0.7329105893176844
dark,21.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5895270834939513,0.4307518096664425,0.7308199383190569
dark,21.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5867361860160505,0.4275663047919685,0.7289527621952002
dark,22.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.584029386708334,0.4240689761641762,0.7266574295711393
dark,22.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.581214939680337,0.42073598463140494,0.724344715456403
dark,22.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5784341398217068,0.41778886006667143,0.7221707978605114
dark,22.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5755366220529198,0.4142437083850296,0.7201810380835693
dark,23.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5727490448362591,0.4107859837964733,0.7180738567714624
dark,23.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5699708911650971,0.40805618968210794,0.7162519680904685
dark,23.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5670113676012973,0.40519927169873426,0.7142799593430241
dark,23.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5642592642937863,0.40217373873823997,0.7118764209153026
dark,23.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5614744431420995,0.39879780975309076,0.7096517908158076
dark,24.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5586604638459515,0.39573729691127224,0.7071453282870955
dark,24.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5559258335030305,0.39286368232010616,0.7051132324296784
dark,24.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5530779105012462,0.39003092317230764,0.7026464803743236
dark,24.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5503874892740797,0.38690764003204103,0.7004018119678896
dark,25.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5475298275745554,0.3837174942028055,0.6982108578477078
dark,25.22222222222222,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5446884821939124,0.38094921549632105,0.6958321664245903
dark,25.444444444444443,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5419850484633965,0.3778353321295977,0.6937642137417313
dark,25.666666666666668,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5391270179778417,0.3744259537047716,0.691737374629236
dark,25.88888888888889,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5362006766220906,0.37114728962390836,0.6895304536131339
dark,26.11111111111111,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5332317948952291,0.3677359209566385,0.6871912788655223
dark,26.333333333333332,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5303424926151589,0.3646591525146508,0.6850405731134188
dark,26.555555555555557,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5273191675831543,0.3617392491110152,0.6826298862612319
dark,26.77777777777778,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5244865285938947,0.35823698296482664,0.6799622110643188
dark,27.0,"RGB{N0f8}(0.502, 0.502, 0.502)",0.5215912819699224,0.3553386493147482,0.6777151939577477
remain,5.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.9085809849265905,0.8525352754108375,0.9497037977474045
remain,5.222222222222222,"RGB{N0f8}(1.0, 0.478, 0.0)",0.9076189441102298,0.8512010971481314,0.9490122057789768
remain,5.444444444444445,"RGB{N0f8}(1.0, 0.478, 0.0)",0.9065959548321578,0.8500070902751752,0.9483576793336285
remain,5.666666666666667,"RGB{N0f8}(1.0, 0.478, 0.0)",0.9055577846358771,0.8486559896311607,0.9477209958202542
remain,5.888888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.9045727842302935,0.847142922037606,0.9470949653633087
remain,6.111111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.9035732012058673,0.8457627766113005,0.9463197829336317
remain,6.333333333333333,"RGB{N0f8}(1.0, 0.478, 0.0)",0.9025898613464907,0.8444672469940697,0.9456219238721144
remain,6.555555555555555,"RGB{N0f8}(1.0, 0.478, 0.0)",0.9015059966119178,0.8433317781122881,0.9448361384436312
remain,6.777777777777778,"RGB{N0f8}(1.0, 0.478, 0.0)",0.9004797921930111,0.8419270746400155,0.9441216051310324
remain,7.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8994493808993983,0.8407228547724178,0.9434319973702897
remain,7.222222222222222,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8983511048962171,0.8392102136275277,0.9426617523884377
remain,7.444444444444445,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8972883324745592,0.8379228395976714,0.94187724865136
remain,7.666666666666667,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8962690663207805,0.8365130624360207,0.941127772841011
remain,7.888888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8951718431399609,0.8350449338748329,0.9403569031776992
remain,8.11111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8940838703347085,0.8334924795811577,0.9396001797955096
remain,8.333333333333334,"RGB{N0f8}(1.0, 0.478, 0.0)",0.89297933002343,0.8319781730069558,0.9388264038767432
remain,8.555555555555555,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8918592714708011,0.8304265336708294,0.9380146292940365
remain,8.777777777777779,"RGB{N0f8}(1.0, 0.478, 0.0)",0.89080451877701,0.8289174941320137,0.9372032368987495
remain,9.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8896660210678957,0.8273154003860455,0.936341860243572
remain,9.222222222222221,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8885447066254528,0.825690385797236,0.9355622076025671
remain,9.444444444444445,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8874251354172615,0.8241581052849328,0.9347448726783971
remain,9.666666666666666,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8862278287323502,0.8227339210763683,0.9338891137265086
remain,9.88888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8850438695461427,0.8210640268516841,0.9331237640985196
remain,10.11111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8837996952609846,0.8195068410785235,0.9322704806157857
remain,10.333333333333334,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8825742699898833,0.8178113186097997,0.9314296469149301
remain,10.555555555555555,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8812952905667772,0.8163189439782996,0.9306666708374347
remain,10.777777777777779,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8800063784698899,0.8145547063158753,0.9298143052782742
remain,11.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8787399011557827,0.8128951868982811,0.9289697924915674
remain,11.222222222222221,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8774861511665322,0.8110786090697155,0.9281393489389566
remain,11.444444444444445,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8761853377811206,0.8092278417690043,0.9271732777037356
remain,11.666666666666666,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8748888239566733,0.8074185635254781,0.9262611079810715
remain,11.88888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8736615331169288,0.8058707583891433,0.9253909108156989
remain,12.11111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8723861972541198,0.80424106913503,0.9245643011014473
remain,12.333333333333334,"RGB{N0f8}(1.0, 0.478, 0.0)",0.871146437471468,0.8025002435993979,0.9236799090431633
remain,12.555555555555555,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8698076104112324,0.8007827002543346,0.9227495298273883
remain,12.777777777777779,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8684601819542193,0.7989494199843634,0.9219402239312775
remain,13.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8671337258148286,0.796989950963914,0.9209960106225801
remain,13.222222222222221,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8656772962076871,0.7953163744680697,0.9201697057000002
remain,13.444444444444445,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8643419329416555,0.7934387572897966,0.9192000201653776
remain,13.666666666666666,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8629410622322591,0.7916543358412741,0.9182585386342603
remain,13.88888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.861513835729287,0.7896188531491088,0.9173250148998667
remain,14.11111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.860080364720946,0.7876764654299553,0.9163224300251933
remain,14.333333333333334,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8586443598569726,0.7858553448342777,0.9154042515704623
remain,14.555555555555555,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8572903558715219,0.7842673490154148,0.9144510047962067
remain,14.777777777777779,"RGB{N0f8}(1.0, 0.478, 0.0)",0.855833543375647,0.7820871969776163,0.9135074792072064
remain,15.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8543675329473177,0.7799651933616825,0.9125067342586172
remain,15.222222222222221,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8528993643372206,0.7778191682127803,0.9116277790603536
remain,15.444444444444445,"RGB{N0f8}(1.0, 0.478, 0.0)",0.851474780495816,0.7758351160972039,0.9107614280160811
remain,15.666666666666666,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8500041656993744,0.7737601822179844,0.9098507239686239
remain,15.88888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8485351542978015,0.7717307014693681,0.9087938925433028
remain,16.11111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8470175563050546,0.769594917076067,0.9077662657457635
remain,16.333333333333332,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8454874057937309,0.7675368262560048,0.9067461983529365
remain,16.555555555555557,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8439720279792893,0.7653807093771059,0.905794012639641
remain,16.77777777777778,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8424561293261721,0.763420203111869,0.9049187194882995
remain,17.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8409451079632981,0.7614300824157098,0.9040049099672914
remain,17.22222222222222,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8393594768164047,0.7592123767633219,0.9029972122762089
remain,17.444444444444443,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8377552030446831,0.7570474358433938,0.9019809589576445
remain,17.666666666666668,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8361787742654673,0.7548199071607989,0.9009573399204365
remain,17.88888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.834639425194145,0.7527279301230633,0.8999210108718906
remain,18.11111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8329680903262795,0.7503693561260656,0.8988678164930178
remain,18.333333333333332,"RGB{N0f8}(1.0, 0.478, 0.0)",0.831348777693459,0.7478866200689003,0.8977610379915144
remain,18.555555555555557,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8297980089876354,0.7453835668682469,0.896675114977255
remain,18.77777777777778,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8280659615083059,0.7428806216210978,0.8954572091033599
remain,19.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8264081961085599,0.7405552673567177,0.8943160288541787
remain,19.22222222222222,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8247042466656525,0.7382583044443215,0.8931946779857002
remain,19.444444444444443,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8230887484130411,0.7361431504978053,0.892187570303434
remain,19.666666666666668,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8214361074998651,0.7339700150330195,0.8911662381598732
remain,19.88888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8198100710087847,0.7313993712388386,0.8901660795544474
remain,20.11111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8180310752329107,0.7292945964708962,0.8891415067215548
remain,20.333333333333332,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8162214966966672,0.72699069429966,0.8881025587740438
remain,20.555555555555557,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8143433858389896,0.7244360583764722,0.8869816435814533
remain,20.77777777777778,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8125916982023417,0.7216809461571143,0.8858162822534753
remain,21.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8108224347556907,0.7190216186785693,0.8846205254611554
remain,21.22222222222222,"RGB{N0f8}(1.0, 0.478, 0.0)",0.809106979947164,0.7165008936638123,0.8834526344690301
remain,21.444444444444443,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8072034687423796,0.7138963071801616,0.8822185222005096
remain,21.666666666666668,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8053707751368075,0.7113103774602803,0.8808772104623455
remain,21.88888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8035117755019923,0.7087406297998187,0.8797328113527082
remain,22.11111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.8016274559924322,0.7060488649025227,0.8786130815063671
remain,22.333333333333332,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7997548641851786,0.70328712643388,0.8774244503252899
remain,22.555555555555557,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7978372795742172,0.7005504368823473,0.8763772905792704
remain,22.77777777777778,"RGB{N0f8}(1.0, 0.478, 0.0)",0.795918552262372,0.698053879690551,0.875196178827554
remain,23.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7940335346213749,0.6951924420058293,0.874124575893297
remain,23.22222222222222,"RGB{N0f8}(1.0, 0.478, 0.0)",0.792090796174556,0.6926768905262257,0.8729694280392861
remain,23.444444444444443,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7902149232178707,0.6903274029641854,0.8718406778078817
remain,23.666666666666668,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7882652899181943,0.6874332981332184,0.8707051821134284
remain,23.88888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7863888847625575,0.6848034079994497,0.8694373473052276
remain,24.11111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7844410873115819,0.68241288549121,0.8680559504151857
remain,24.333333333333332,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7824700772858626,0.6797664690294418,0.866954757504433
remain,24.555555555555557,"RGB{N0f8}(1.0, 0.478, 0.0)",0.780396515499387,0.6769630528277584,0.8656718117441837
remain,24.77777777777778,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7783712681501403,0.6740736520306404,0.8644090184729303
remain,25.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7763418688859819,0.6710874328705482,0.8630116422891119
remain,25.22222222222222,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7742424892478226,0.6681509022776759,0.8617076019301168
remain,25.444444444444443,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7721230550540548,0.6650567476061424,0.860501795279205
remain,25.666666666666668,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7699886869832444,0.6619976055465893,0.8592883636206158
remain,25.88888888888889,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7678841771343372,0.6590166575685146,0.8582456425372125
remain,26.11111111111111,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7658291382713722,0.6557353105379017,0.8570914465904945
remain,26.333333333333332,"RGB{N0f8}(1.0, 0.478, 0.0)",0.763696059031093,0.6530632954546931,0.8557818027723273
remain,26.555555555555557,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7617056993487539,0.6497505390441748,0.8546140921953828
remain,26.77777777777778,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7595106128160789,0.6468878811527707,0.8532590283141299
remain,27.0,"RGB{N0f8}(1.0, 0.478, 0.0)",0.7573482765210748,0.6437696638606423,0.8521121145890431
